server_id,stream_id,category_id,category_name,channel_name,action,source,epg_id,epg_feed,reason,feed_key,effective_feed_key,effective_epg_id,has_programmes
server_3,1392947,1644,BEIN SPORTS MAX BE,BEIN MAX 2 (BA) SD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392994,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 1 FHD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392993,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 1 HD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392992,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 1 HEVC,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392991,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 1 SD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392990,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 2 FHD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392989,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 2 HD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392988,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 2 HEVC,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392987,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 2 SD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392986,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 3 FHD,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392985,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 3 HD,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392984,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 3 HEVC,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392983,1645,BEIN SPORTS MAX G,BEIN SPORTS MAX 3 SD,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1389524,1641,WORLD CUP 2026,CA - RDS HD,AUTO_EPGSHARE,epgshare,Réseau.des.Sports.(RDS).HD.ca2,CA2,Exact/known channel alias: RDS,CA2,CA2,Réseau.des.Sports.(RDS).HD.ca2,True
server_3,1389529,1641,WORLD CUP 2026,CA - TSN 1 HD,AUTO_EPGSHARE,epgshare,TSN.1.ca2,CA2,Exact catalog identity after safe brand/abbreviation expansion,CA2,CA2,TSN.1.ca2,True
server_3,1389528,1641,WORLD CUP 2026,CA - TSN 2 HD,AUTO_EPGSHARE,epgshare,TSN.2.HD.ca2,CA2,Exact catalog identity after safe brand/abbreviation expansion,CA2,CA2,TSN.2.HD.ca2,True
server_3,1389527,1641,WORLD CUP 2026,CA - TSN 3 HD,AUTO_EPGSHARE,epgshare,TSN.3.HD.ca2,CA2,Exact catalog identity after safe brand/abbreviation expansion,CA2,CA2,TSN.3.HD.ca2,True
server_3,1389526,1641,WORLD CUP 2026,CA - TSN 4 HD,AUTO_EPGSHARE,epgshare,TSN.4.HD.ca2,CA2,Exact/known channel alias: TSN 4,CA2,CA2,TSN.4.HD.ca2,True
server_3,1389525,1641,WORLD CUP 2026,CA - TSN 5 HD,AUTO_EPGSHARE,epgshare,TSN.5.HD.ca2,CA2,Exact/known channel alias: TSN 5,CA2,CA2,TSN.5.HD.ca2,True
